date,year,strPeriod,msa,ratio
1998-08-01,1998,199808,Washington,-0.6499009954395891
1998-09-01,1998,199809,Washington,-0.6444721368380248
1998-10-01,1998,199810,Washington,-0.6403435895329519
1998-11-01,1998,199811,Washington,-0.6394533821192585
1998-12-01,1998,199812,Washington,-0.6374800449350637
1999-01-01,1999,199901,Washington,-0.6319856779976423
1999-02-01,1999,199902,Washington,-0.6311419633730218
1999-03-01,1999,199903,Washington,-0.6286700706816655
1999-04-01,1999,199904,Washington,-0.6235600951413405
1999-05-01,1999,199905,Washington,-0.6223004267018286
1999-06-01,1999,199906,Washington,-0.6185651139321386
1999-07-01,1999,199907,Washington,-0.615210206372999
1999-08-01,1999,199908,Washington,-0.6117188846653017
1999-09-01,1999,199909,Washington,-0.6096362907644552
1999-10-01,1999,199910,Washington,-0.6095119665473439
1999-11-01,1999,199911,Washington,-0.6114102653242748
1999-12-01,1999,199912,Washington,-0.6055584663086133
2000-01-01,2000,200001,Washington,-0.5994532676492597
2000-02-01,2000,200002,Washington,-0.5918087414800777
2000-03-01,2000,200003,Washington,-0.5844901510997458
2000-04-01,2000,200004,Washington,-0.5753253102453231
2000-05-01,2000,200005,Washington,-0.5687339688409123
2000-06-01,2000,200006,Washington,-0.5638908372052738
2000-07-01,2000,200007,Washington,-0.5577672849820141
2000-08-01,2000,200008,Washington,-0.5551681602373559
2000-09-01,2000,200009,Washington,-0.5488596113804949
2000-10-01,2000,200010,Washington,-0.549286087274595
2000-11-01,2000,200011,Washington,-0.5445650276898233
2000-12-01,2000,200012,Washington,-0.5426589788335319
2001-01-01,2001,200101,Washington,-0.5365527611895438
2001-02-01,2001,200102,Washington,-0.5277489420491337
2001-03-01,2001,200103,Washington,-0.5203801264982557
2001-04-01,2001,200104,Washington,-0.5087112228396826
2001-05-01,2001,200105,Washington,-0.5100131156867906
2001-06-01,2001,200106,Washington,-0.506272140583544
2001-07-01,2001,200107,Washington,-0.5043570904206396
2001-08-01,2001,200108,Washington,-0.5040267515933827
2001-09-01,2001,200109,Washington,-0.5031293000837653
2001-10-01,2001,200110,Washington,-0.49920347713526336
2001-11-01,2001,200111,Washington,-0.5001617020924218
2001-12-01,2001,200112,Washington,-0.4984002327853476
2002-01-01,2002,200201,Washington,-0.49381916686970495
2002-02-01,2002,200202,Washington,-0.486755214601442
2002-03-01,2002,200203,Washington,-0.48088355430806207
2002-04-01,2002,200204,Washington,-0.4719139981173255
2002-05-01,2002,200205,Washington,-0.46118795461294493
2002-06-01,2002,200206,Washington,-0.4534361206574511
2002-07-01,2002,200207,Washington,-0.4431977251098509
2002-08-01,2002,200208,Washington,-0.43602286804102874
2002-09-01,2002,200209,Washington,-0.42930998621080807
2002-10-01,2002,200210,Washington,-0.42321526546613164
2002-11-01,2002,200211,Washington,-0.41561395074734886
2002-12-01,2002,200212,Washington,-0.40827393398599465
2003-01-01,2003,200301,Washington,-0.40585011530326476
2003-02-01,2003,200302,Washington,-0.40042353499136407
2003-03-01,2003,200303,Washington,-0.39939473161310524
2003-04-01,2003,200304,Washington,-0.3938613398836095
2003-05-01,2003,200305,Washington,-0.3861038848145535
2003-06-01,2003,200306,Washington,-0.3763092926057192
2003-07-01,2003,200307,Washington,-0.36873343772778266
2003-08-01,2003,200308,Washington,-0.35939204005245706
2003-09-01,2003,200309,Washington,-0.3473635067681986
2003-10-01,2003,200310,Washington,-0.338803893531173
2003-11-01,2003,200311,Washington,-0.3262782070139698
2003-12-01,2003,200312,Washington,-0.31640937977113026
2004-01-01,2004,200401,Washington,-0.30327748154804546
2004-02-01,2004,200402,Washington,-0.29351236654031165
2004-03-01,2004,200403,Washington,-0.2792120453471387
2004-04-01,2004,200404,Washington,-0.261069315727954
2004-05-01,2004,200405,Washington,-0.23446286401846894
2004-06-01,2004,200406,Washington,-0.2101672988283525
2004-07-01,2004,200407,Washington,-0.1928882764781683
2004-08-01,2004,200408,Washington,-0.18464780232080003
2004-09-01,2004,200409,Washington,-0.17403322487870287
2004-10-01,2004,200410,Washington,-0.15713118727697584
2004-11-01,2004,200411,Washington,-0.14775568848904452
2004-12-01,2004,200412,Washington,-0.13504181492660283
2005-01-01,2005,200501,Washington,-0.12387899149422843
2005-02-01,2005,200502,Washington,-0.1066583505619656
2005-03-01,2005,200503,Washington,-0.0837591099374908
2005-04-01,2005,200504,Washington,-0.06530718907337896
2005-05-01,2005,200505,Washington,-0.05034823159953827
2005-06-01,2005,200506,Washington,-0.031638031095649666
2005-07-01,2005,200507,Washington,-0.020972835386612765
2005-08-01,2005,200508,Washington,-0.016612116462882298
2005-09-01,2005,200509,Washington,-0.010348186580027452
2005-10-01,2005,200510,Washington,-0.0038162837165236496
2005-11-01,2005,200511,Washington,0.0017091537142785995
2005-12-01,2005,200512,Washington,0.0025710524567488235
2006-01-01,2006,200601,Washington,0.008718545989928828
2006-02-01,2006,200602,Washington,0.01608950733268344
2006-03-01,2006,200603,Washington,0.01641621218456013
2006-04-01,2006,200604,Washington,0.009122218174045571
2006-05-01,2006,200605,Washington,0.00116689091066835
2006-06-01,2006,200606,Washington,-0.010664784712080433
2006-07-01,2006,200607,Washington,-0.024941093303457507
2006-08-01,2006,200608,Washington,-0.039647400323144844
2006-09-01,2006,200609,Washington,-0.055379531164897244
2006-10-01,2006,200610,Washington,-0.06570914437125097
2006-11-01,2006,200611,Washington,-0.0724915085303186
2006-12-01,2006,200612,Washington,-0.07826835845245661
2007-01-01,2007,200701,Washington,-0.08060570310829007
2007-02-01,2007,200702,Washington,-0.08249326796949319
2007-03-01,2007,200703,Washington,-0.08540926166957341
2007-04-01,2007,200704,Washington,-0.09671454335866869
2007-05-01,2007,200705,Washington,-0.11077299095316828
2007-06-01,2007,200706,Washington,-0.12485607225333517
2007-07-01,2007,200707,Washington,-0.14396393503503369
2007-08-01,2007,200708,Washington,-0.14959903289554077
2007-09-01,2007,200709,Washington,-0.15819998040272765
2007-10-01,2007,200710,Washington,-0.16416532889898683
2007-11-01,2007,200711,Washington,-0.1799595741302955
2007-12-01,2007,200712,Washington,-0.20428518206288793
2008-01-01,2008,200801,Washington,-0.22491990163913744
2008-02-01,2008,200802,Washington,-0.2483018337481644
2008-03-01,2008,200803,Washington,-0.27082543052612973
2008-04-01,2008,200804,Washington,-0.2959933360361626
2008-05-01,2008,200805,Washington,-0.3189873157678651
2008-06-01,2008,200806,Washington,-0.3366736993335522
2008-07-01,2008,200807,Washington,-0.35680360862757965
2008-08-01,2008,200808,Washington,-0.3820220575248543
2008-09-01,2008,200809,Washington,-0.4050628481382281
2008-10-01,2008,200810,Washington,-0.427996008800811
2008-11-01,2008,200811,Washington,-0.4493960962684538
2008-12-01,2008,200812,Washington,-0.47096390067715266
2009-01-01,2009,200901,Washington,-0.4861899892026553
2009-02-01,2009,200902,Washington,-0.5026704325335176
2009-03-01,2009,200903,Washington,-0.5149915811577719
2009-04-01,2009,200904,Washington,-0.5195666450275054
2009-05-01,2009,200905,Washington,-0.520568351721896
2009-06-01,2009,200906,Washington,-0.5164594123145791
2009-07-01,2009,200907,Washington,-0.5093660433271667
2009-08-01,2009,200908,Washington,-0.49976971693538097
2009-09-01,2009,200909,Washington,-0.4869793266718645
2009-10-01,2009,200910,Washington,-0.48369360299321773
2009-11-01,2009,200911,Washington,-0.4784004561462396
2009-12-01,2009,200912,Washington,-0.4795761439991937
2010-01-01,2010,201001,Washington,-0.47843836208969215
2010-02-01,2010,201002,Washington,-0.4806831041571069
2010-03-01,2010,201003,Washington,-0.4847060493469142
2010-04-01,2010,201004,Washington,-0.47339376101322816
2010-05-01,2010,201005,Washington,-0.4675513956679316
2010-06-01,2010,201006,Washington,-0.4596530698542276
2010-07-01,2010,201007,Washington,-0.4704685149395038
2010-08-01,2010,201008,Washington,-0.47492377087265325
2010-09-01,2010,201009,Washington,-0.47802368159727493
2010-10-01,2010,201010,Washington,-0.47800985321879885
2010-11-01,2010,201011,Washington,-0.48065304947664167
2010-12-01,2010,201012,Washington,-0.47855171802880214
2011-01-01,2011,201101,Washington,-0.48074820514804717
2011-02-01,2011,201102,Washington,-0.4862487413105052
2011-03-01,2011,201103,Washington,-0.49795878424416795
2011-04-01,2011,201104,Washington,-0.5062904400429389
2011-05-01,2011,201105,Washington,-0.5088012096167773
2011-06-01,2011,201106,Washington,-0.5101174270388915
2011-07-01,2011,201107,Washington,-0.5104974421471171
2011-08-01,2011,201108,Washington,-0.5105384892805693
2011-09-01,2011,201109,Washington,-0.5093148839206458
2011-10-01,2011,201110,Washington,-0.523403206435411
2011-11-01,2011,201111,Washington,-0.5248742818812788
2011-12-01,2011,201112,Washington,-0.5342179713232662
2012-01-01,2012,201201,Washington,-0.5351684456664145
2012-02-01,2012,201202,Washington,-0.5463286877561009
2012-03-01,2012,201203,Washington,-0.541212434005879
2012-04-01,2012,201204,Washington,-0.531614438031295
2012-05-01,2012,201205,Washington,-0.5220675637735583
2012-06-01,2012,201206,Washington,-0.51793497055428
2012-07-01,2012,201207,Washington,-0.5164406853841825
2012-08-01,2012,201208,Washington,-0.5165598128852791
2012-09-01,2012,201209,Washington,-0.5190767438987249
2012-10-01,2012,201210,Washington,-0.5236656585359176
2012-11-01,2012,201211,Washington,-0.5254585044106621
2012-12-01,2012,201212,Washington,-0.5203929717750251
2013-01-01,2013,201301,Washington,-0.5198440520380441
2013-02-01,2013,201302,Washington,-0.5207748147598936
2013-03-01,2013,201303,Washington,-0.50630633974012
2013-04-01,2013,201304,Washington,-0.49775292717784403
2013-05-01,2013,201305,Washington,-0.48828663143241435
2013-06-01,2013,201306,Washington,-0.48854216868284617
2013-07-01,2013,201307,Washington,-0.4830668877488513
2013-08-01,2013,201308,Washington,-0.47902185611359105
2013-09-01,2013,201309,Washington,-0.47191824331500687
2013-10-01,2013,201310,Washington,-0.47022769635459927
2013-11-01,2013,201311,Washington,-0.4631459362932553
2013-12-01,2013,201312,Washington,-0.4581491198105878
2014-01-01,2014,201401,Washington,-0.4557365155848192
2014-02-01,2014,201402,Washington,-0.45366536773823896
2014-03-01,2014,201403,Washington,-0.4474202550721138
2014-04-01,2014,201404,Washington,-0.4467199445835437
2014-05-01,2014,201405,Washington,-0.4487011603975919
2014-06-01,2014,201406,Washington,-0.45196557125745596
2014-07-01,2014,201407,Washington,-0.4605042920788156
2014-08-01,2014,201408,Washington,-0.461747372905438
2014-09-01,2014,201409,Washington,-0.4677681709792685
2014-10-01,2014,201410,Washington,-0.46690191994126895
2014-11-01,2014,201411,Washington,-0.4718004698802858
2014-12-01,2014,201412,Washington,-0.46880771781762487
2015-01-01,2015,201501,Washington,-0.46821429388267877
2015-02-01,2015,201502,Washington,-0.4644162365520117
2015-03-01,2015,201503,Washington,-0.4683332319580291
2015-04-01,2015,201504,Washington,-0.47014791808678247
2015-05-01,2015,201505,Washington,-0.47330814834690305
2015-06-01,2015,201506,Washington,-0.47540915442701515
2015-07-01,2015,201507,Washington,-0.47657941186432673
2015-08-01,2015,201508,Washington,-0.4786906520891687
2015-09-01,2015,201509,Washington,-0.47636663586453043
2015-10-01,2015,201510,Washington,-0.47674357154758074
2015-11-01,2015,201511,Washington,-0.47229671254355754
2015-12-01,2015,201512,Washington,-0.47129435964332345
2016-01-01,2016,201601,Washington,-0.4672072396770526
2016-02-01,2016,201602,Washington,-0.47006190330376185
2016-03-01,2016,201603,Washington,-0.4748605060103559
2016-04-01,2016,201604,Washington,-0.47292880203847787
2016-05-01,2016,201605,Washington,-0.47196769813401485
2016-06-01,2016,201606,Washington,-0.47052573090529837
2016-07-01,2016,201607,Washington,-0.47230211510121567
2016-08-01,2016,201608,Washington,-0.47116521350745355
2016-09-01,2016,201609,Washington,-0.4713186098970974
2016-10-01,2016,201610,Washington,-0.46971749446662425
2016-11-01,2016,201611,Washington,-0.46745164502307723
2016-12-01,2016,201612,Washington,-0.4623631827427346
2017-01-01,2017,201701,Washington,-0.4593062530077354
2017-02-01,2017,201702,Washington,-0.4594721805134414
2017-03-01,2017,201703,Washington,-0.46112727613213256
2017-04-01,2017,201704,Washington,-0.46502596389864337
2017-05-01,2017,201705,Washington,-0.4649310596394338
2017-06-01,2017,201706,Washington,-0.4639248775714302
2017-07-01,2017,201707,Washington,-0.46121571174112663
2017-08-01,2017,201708,Washington,-0.4621171462803
2017-09-01,2017,201709,Washington,-0.46398130827472617
2017-10-01,2017,201710,Washington,-0.46483016078067774
2017-11-01,2017,201711,Washington,-0.46439267644018933
2017-12-01,2017,201712,Washington,-0.46821818108213
2018-01-01,2018,201801,Washington,-0.4703298855710747
2018-02-01,2018,201802,Washington,-0.4667756316640075
2018-03-01,2018,201803,Washington,-0.46148037827036514
2018-04-01,2018,201804,Washington,-0.46206178277599896
2018-05-01,2018,201805,Washington,-0.46296235161871735
2018-06-01,2018,201806,Washington,-0.464818292964285
2018-07-01,2018,201807,Washington,-0.46341210244527264
2018-08-01,2018,201808,Washington,-0.46289985207678797
2018-09-01,2018,201809,Washington,-0.46021197755396503
2018-10-01,2018,201810,Washington,-0.45846882406377176
2018-11-01,2018,201811,Washington,-0.4567552441427525
2018-12-01,2018,201812,Washington,-0.45828379177591483
2019-01-01,2019,201901,Washington,-0.45653663529451904
2019-02-01,2019,201902,Washington,-0.45199676515598597
2019-03-01,2019,201903,Washington,-0.45466965949731897
2019-04-01,2019,201904,Washington,-0.45549256939568306
2019-05-01,2019,201905,Washington,-0.4547615547316699
2019-06-01,2019,201906,Washington,-0.4514552131561187
2019-07-01,2019,201907,Washington,-0.45377963466452353
2019-08-01,2019,201908,Washington,-0.45824769497356677
2019-09-01,2019,201909,Washington,-0.45601080029295105
2019-10-01,2019,201910,Washington,-0.4527668189726093
2019-11-01,2019,201911,Washington,-0.4513941021258603
2019-12-01,2019,201912,Washington,-0.451553221679327
2020-01-01,2020,202001,Washington,-0.4485375222190875
2020-02-01,2020,202002,Washington,-0.44823996587006043
2020-03-01,2020,202003,Washington,-0.4458727729352514
2020-04-01,2020,202004,Washington,-0.4492292063706502
2020-05-01,2020,202005,Washington,-0.45340018390083614
2020-06-01,2020,202006,Washington,-0.4536714965319151
2020-07-01,2020,202007,Washington,-0.44422200869135153
2020-08-01,2020,202008,Washington,-0.43317687255703774
2020-09-01,2020,202009,Washington,-0.4182298685364758
2020-10-01,2020,202010,Washington,-0.40337967181076717
2020-11-01,2020,202011,Washington,-0.38721455468573573
2020-12-01,2020,202012,Washington,-0.3745390277064464
2021-01-01,2021,202101,Washington,-0.3663185245408691
2021-02-01,2021,202102,Washington,-0.3577113273909287
2021-03-01,2021,202103,Washington,-0.34645961848329154
2021-04-01,2021,202104,Washington,-0.33354112071764686
2021-05-01,2021,202105,Washington,-0.31874418549527483
2021-06-01,2021,202106,Washington,-0.3109811500931974
2021-07-01,2021,202107,Washington,-0.3002489650778699
2021-08-01,2021,202108,Washington,-0.29453392174568904
2021-09-01,2021,202109,Washington,-0.29042513932381286
2021-10-01,2021,202110,Washington,-0.2896465924966156
2021-11-01,2021,202111,Washington,-0.28399516150666315
2021-12-01,2021,202112,Washington,-0.2776682112987352
2022-01-01,2022,202201,Washington,-0.26480211215563987
2022-02-01,2022,202202,Washington,-0.25125647711089893
2022-03-01,2022,202203,Washington,-0.23486703037960677
2022-04-01,2022,202204,Washington,-0.22861339591668184
2022-05-01,2022,202205,Washington,-0.22366328783547829
2022-06-01,2022,202206,Washington,-0.2297927631762171
2022-07-01,2022,202207,Washington,-0.23670160418606656
2022-08-01,2022,202208,Washington,-0.25324121391258547
2022-09-01,2022,202209,Washington,-0.2635104131829653
2022-10-01,2022,202210,Washington,-0.27388377261253183
2022-11-01,2022,202211,Washington,-0.28539190123952984
2022-12-01,2022,202212,Washington,-0.2933449449852574
2023-01-01,2023,202301,Washington,-0.3008463829135266
2023-02-01,2023,202302,Washington,-0.3030014921975175
2023-03-01,2023,202303,Washington,-0.3002235830320181
