date,year,strPeriod,msa,ratio
1997-12-01,1997,199712,Atlanta,-0.6937839723102828
1998-01-01,1998,199801,Atlanta,-0.6928436719829456
1998-02-01,1998,199802,Atlanta,-0.6932802769492401
1998-03-01,1998,199803,Atlanta,-0.6896024518432844
1998-04-01,1998,199804,Atlanta,-0.6907132265122575
1998-05-01,1998,199805,Atlanta,-0.6870238052871462
1998-06-01,1998,199806,Atlanta,-0.6891058201017568
1998-07-01,1998,199807,Atlanta,-0.6859809332870821
1998-08-01,1998,199808,Atlanta,-0.6857998989207825
1998-09-01,1998,199809,Atlanta,-0.6849965996833296
1998-10-01,1998,199810,Atlanta,-0.6792887953195299
1998-11-01,1998,199811,Atlanta,-0.677304619633027
1998-12-01,1998,199812,Atlanta,-0.6700032514700469
1999-01-01,1999,199901,Atlanta,-0.6667240420162424
1999-02-01,1999,199902,Atlanta,-0.6621194155751491
1999-03-01,1999,199903,Atlanta,-0.6575049570433915
1999-04-01,1999,199904,Atlanta,-0.6579935957866665
1999-05-01,1999,199905,Atlanta,-0.6565929466489964
1999-06-01,1999,199906,Atlanta,-0.6511065549059145
1999-07-01,1999,199907,Atlanta,-0.6454477329968835
1999-08-01,1999,199908,Atlanta,-0.6460580031503014
1999-09-01,1999,199909,Atlanta,-0.6461672262271101
1999-10-01,1999,199910,Atlanta,-0.6405574025474898
1999-11-01,1999,199911,Atlanta,-0.6383326711873574
1999-12-01,1999,199912,Atlanta,-0.630412530233901
2000-01-01,2000,200001,Atlanta,-0.6285601090661688
2000-02-01,2000,200002,Atlanta,-0.6227033075892203
2000-03-01,2000,200003,Atlanta,-0.6210178758666602
2000-04-01,2000,200004,Atlanta,-0.6120184386663325
2000-05-01,2000,200005,Atlanta,-0.6091768220997693
2000-06-01,2000,200006,Atlanta,-0.6013178316271937
2000-07-01,2000,200007,Atlanta,-0.6016945560806946
2000-08-01,2000,200008,Atlanta,-0.6022144741840281
2000-09-01,2000,200009,Atlanta,-0.6056449348072563
2000-10-01,2000,200010,Atlanta,-0.6052334186060184
2000-11-01,2000,200011,Atlanta,-0.6019978094425484
2000-12-01,2000,200012,Atlanta,-0.6087495522680486
2001-01-01,2001,200101,Atlanta,-0.609189259826989
2001-02-01,2001,200102,Atlanta,-0.6088879491336465
2001-03-01,2001,200103,Atlanta,-0.6088313671570775
2001-04-01,2001,200104,Atlanta,-0.6083953940014126
2001-05-01,2001,200105,Atlanta,-0.6136990297165301
2001-06-01,2001,200106,Atlanta,-0.6086558970234073
2001-07-01,2001,200107,Atlanta,-0.6073163341825154
2001-08-01,2001,200108,Atlanta,-0.6085201017393116
2001-09-01,2001,200109,Atlanta,-0.6091213014145369
2001-10-01,2001,200110,Atlanta,-0.6100589003267309
2001-11-01,2001,200111,Atlanta,-0.6109173541182242
2001-12-01,2001,200112,Atlanta,-0.6166390284587591
2002-01-01,2002,200201,Atlanta,-0.6157251638183219
2002-02-01,2002,200202,Atlanta,-0.6136658127884029
2002-03-01,2002,200203,Atlanta,-0.6128390586997314
2002-04-01,2002,200204,Atlanta,-0.6140595790285355
2002-05-01,2002,200205,Atlanta,-0.614037131075527
2002-06-01,2002,200206,Atlanta,-0.6150981115924905
2002-07-01,2002,200207,Atlanta,-0.6042605602391511
2002-08-01,2002,200208,Atlanta,-0.5972856875892285
2002-09-01,2002,200209,Atlanta,-0.5940637437058749
2002-10-01,2002,200210,Atlanta,-0.5864278597773938
2002-11-01,2002,200211,Atlanta,-0.5860029154869384
2002-12-01,2002,200212,Atlanta,-0.573382592002516
2003-01-01,2003,200301,Atlanta,-0.5806597642380691
2003-02-01,2003,200302,Atlanta,-0.5823920773820586
2003-03-01,2003,200303,Atlanta,-0.5775953398482452
2003-04-01,2003,200304,Atlanta,-0.57636949494358
2003-05-01,2003,200305,Atlanta,-0.572745546413219
2003-06-01,2003,200306,Atlanta,-0.574001638257922
2003-07-01,2003,200307,Atlanta,-0.5619840270853871
2003-08-01,2003,200308,Atlanta,-0.5590672076155441
2003-09-01,2003,200309,Atlanta,-0.5507606332956652
2003-10-01,2003,200310,Atlanta,-0.5471920729554078
2003-11-01,2003,200311,Atlanta,-0.5377710165279614
2003-12-01,2003,200312,Atlanta,-0.5292418686116287
2004-01-01,2004,200401,Atlanta,-0.5206955916003073
2004-02-01,2004,200402,Atlanta,-0.5193671582547221
2004-03-01,2004,200403,Atlanta,-0.5185237512059038
2004-04-01,2004,200404,Atlanta,-0.5091220636710645
2004-05-01,2004,200405,Atlanta,-0.5080050941122023
2004-06-01,2004,200406,Atlanta,-0.5078861407450921
2004-07-01,2004,200407,Atlanta,-0.49862944178673363
2004-08-01,2004,200408,Atlanta,-0.49455286018656075
2004-09-01,2004,200409,Atlanta,-0.4877979531715013
2004-10-01,2004,200410,Atlanta,-0.48336334880666865
2004-11-01,2004,200411,Atlanta,-0.4792277639489786
2004-12-01,2004,200412,Atlanta,-0.4729353337820452
2005-01-01,2005,200501,Atlanta,-0.47441472715690125
2005-02-01,2005,200502,Atlanta,-0.46795445854332574
2005-03-01,2005,200503,Atlanta,-0.46750017074686845
2005-04-01,2005,200504,Atlanta,-0.4590644192121891
2005-05-01,2005,200505,Atlanta,-0.45533320977786396
2005-06-01,2005,200506,Atlanta,-0.45420878009632304
2005-07-01,2005,200507,Atlanta,-0.452122347897701
2005-08-01,2005,200508,Atlanta,-0.44586846086484755
2005-09-01,2005,200509,Atlanta,-0.4452107890173531
2005-10-01,2005,200510,Atlanta,-0.43668724738364695
2005-11-01,2005,200511,Atlanta,-0.4317397598718733
2005-12-01,2005,200512,Atlanta,-0.4273722885260369
2006-01-01,2006,200601,Atlanta,-0.42420237508523684
2006-02-01,2006,200602,Atlanta,-0.42390509046283587
2006-03-01,2006,200603,Atlanta,-0.41657049347040775
2006-04-01,2006,200604,Atlanta,-0.4123368071904112
2006-05-01,2006,200605,Atlanta,-0.41525327733743733
2006-06-01,2006,200606,Atlanta,-0.4161874535722063
2006-07-01,2006,200607,Atlanta,-0.41881940574435106
2006-08-01,2006,200608,Atlanta,-0.42128581285957445
2006-09-01,2006,200609,Atlanta,-0.4254880735790767
2006-10-01,2006,200610,Atlanta,-0.42494127122958325
2006-11-01,2006,200611,Atlanta,-0.42751193571280766
2006-12-01,2006,200612,Atlanta,-0.4276425208170034
2007-01-01,2007,200701,Atlanta,-0.4287309648959994
2007-02-01,2007,200702,Atlanta,-0.4266644425647321
2007-03-01,2007,200703,Atlanta,-0.4209140787680532
2007-04-01,2007,200704,Atlanta,-0.42549744330544836
2007-05-01,2007,200705,Atlanta,-0.4336866826667203
2007-06-01,2007,200706,Atlanta,-0.44147523620041973
2007-07-01,2007,200707,Atlanta,-0.4576801607363956
2007-08-01,2007,200708,Atlanta,-0.4729639768136895
2007-09-01,2007,200709,Atlanta,-0.49353155848864105
2007-10-01,2007,200710,Atlanta,-0.5034840893080252
2007-11-01,2007,200711,Atlanta,-0.5166230974276163
2007-12-01,2007,200712,Atlanta,-0.5335907868736509
2008-01-01,2008,200801,Atlanta,-0.5365270491407017
2008-02-01,2008,200802,Atlanta,-0.5477722179747984
2008-03-01,2008,200803,Atlanta,-0.5545890978473471
2008-04-01,2008,200804,Atlanta,-0.5677931211590961
2008-05-01,2008,200805,Atlanta,-0.5764124893958362
2008-06-01,2008,200806,Atlanta,-0.5890613925076078
2008-07-01,2008,200807,Atlanta,-0.5956781109242257
2008-08-01,2008,200808,Atlanta,-0.5936411352987232
2008-09-01,2008,200809,Atlanta,-0.5941206386619298
2008-10-01,2008,200810,Atlanta,-0.6061379934447721
2008-11-01,2008,200811,Atlanta,-0.6205336208082359
2008-12-01,2008,200812,Atlanta,-0.640262322349038
2009-01-01,2009,200901,Atlanta,-0.6638868928155128
2009-02-01,2009,200902,Atlanta,-0.6871387023579842
2009-03-01,2009,200903,Atlanta,-0.7076088400804439
2009-04-01,2009,200904,Atlanta,-0.7103186002833519
2009-05-01,2009,200905,Atlanta,-0.7248290868382714
2009-06-01,2009,200906,Atlanta,-0.7298833666448523
2009-07-01,2009,200907,Atlanta,-0.7133890803428509
2009-08-01,2009,200908,Atlanta,-0.7067107999803453
2009-09-01,2009,200909,Atlanta,-0.6891728165562698
2009-10-01,2009,200910,Atlanta,-0.6804168873661176
2009-11-01,2009,200911,Atlanta,-0.6666179209223602
2009-12-01,2009,200912,Atlanta,-0.6667462380659277
2010-01-01,2010,201001,Atlanta,-0.6696152800885082
2010-02-01,2010,201002,Atlanta,-0.6731620423313878
2010-03-01,2010,201003,Atlanta,-0.7053751597146221
2010-04-01,2010,201004,Atlanta,-0.6918042818655241
2010-05-01,2010,201005,Atlanta,-0.6905360694569618
2010-06-01,2010,201006,Atlanta,-0.6852158925694258
2010-07-01,2010,201007,Atlanta,-0.6749093807107256
2010-08-01,2010,201008,Atlanta,-0.6844282548161926
2010-09-01,2010,201009,Atlanta,-0.6952503122099953
2010-10-01,2010,201010,Atlanta,-0.7120498583782968
2010-11-01,2010,201011,Atlanta,-0.7202105187619976
2010-12-01,2010,201012,Atlanta,-0.7117659769492706
2011-01-01,2011,201101,Atlanta,-0.6983569565225007
2011-02-01,2011,201102,Atlanta,-0.6821637577186426
2011-03-01,2011,201103,Atlanta,-0.681492351265419
2011-04-01,2011,201104,Atlanta,-0.6828888929064112
2011-05-01,2011,201105,Atlanta,-0.6939243792852547
2011-06-01,2011,201106,Atlanta,-0.700681689031267
2011-07-01,2011,201107,Atlanta,-0.710463343796639
2011-08-01,2011,201108,Atlanta,-0.7348272168518841
2011-09-01,2011,201109,Atlanta,-0.7789880520311634
2011-10-01,2011,201110,Atlanta,-0.8178265677725527
2011-11-01,2011,201111,Atlanta,-0.832367823538763
2011-12-01,2011,201112,Atlanta,-0.8610169638346212
2012-01-01,2012,201201,Atlanta,-0.883558057893417
2012-02-01,2012,201202,Atlanta,-0.9020883129890871
2012-03-01,2012,201203,Atlanta,-0.901591095000005
2012-04-01,2012,201204,Atlanta,-0.8972424787734976
2012-05-01,2012,201205,Atlanta,-0.8696462938445766
2012-06-01,2012,201206,Atlanta,-0.8377916257146731
2012-07-01,2012,201207,Atlanta,-0.8170288010843496
2012-08-01,2012,201208,Atlanta,-0.8030845274724792
2012-09-01,2012,201209,Atlanta,-0.7928577946948314
2012-10-01,2012,201210,Atlanta,-0.7838637935607062
2012-11-01,2012,201211,Atlanta,-0.7747811178134025
2012-12-01,2012,201212,Atlanta,-0.7639994534073509
2013-01-01,2013,201301,Atlanta,-0.7485691512753467
2013-02-01,2013,201302,Atlanta,-0.743406647941895
2013-03-01,2013,201303,Atlanta,-0.7369164396011705
2013-04-01,2013,201304,Atlanta,-0.7196140414085388
2013-05-01,2013,201305,Atlanta,-0.7089699173671189
2013-06-01,2013,201306,Atlanta,-0.6934006886601534
2013-07-01,2013,201307,Atlanta,-0.6822590580374408
2013-08-01,2013,201308,Atlanta,-0.6706386798368733
2013-09-01,2013,201309,Atlanta,-0.6567780708587012
2013-10-01,2013,201310,Atlanta,-0.6444875975739981
2013-11-01,2013,201311,Atlanta,-0.6412431414048756
2013-12-01,2013,201312,Atlanta,-0.6421112078536648
2014-01-01,2014,201401,Atlanta,-0.6440355554106745
2014-02-01,2014,201402,Atlanta,-0.6423574196385085
2014-03-01,2014,201403,Atlanta,-0.6360937708265597
2014-04-01,2014,201404,Atlanta,-0.6395714454433925
2014-05-01,2014,201405,Atlanta,-0.6450896923010632
2014-06-01,2014,201406,Atlanta,-0.653260096492823
2014-07-01,2014,201407,Atlanta,-0.6550577142334566
2014-08-01,2014,201408,Atlanta,-0.6563954328061063
2014-09-01,2014,201409,Atlanta,-0.6528641793233678
2014-10-01,2014,201410,Atlanta,-0.6486105595059888
2014-11-01,2014,201411,Atlanta,-0.6401395181655483
2014-12-01,2014,201412,Atlanta,-0.6354643028327382
2015-01-01,2015,201501,Atlanta,-0.6411325602518225
2015-02-01,2015,201502,Atlanta,-0.6394753434063931
2015-03-01,2015,201503,Atlanta,-0.639433269769671
2015-04-01,2015,201504,Atlanta,-0.6452587297196954
2015-05-01,2015,201505,Atlanta,-0.6449229427054037
2015-06-01,2015,201506,Atlanta,-0.6449246066650138
2015-07-01,2015,201507,Atlanta,-0.6446575774854191
2015-08-01,2015,201508,Atlanta,-0.6495087275233598
2015-09-01,2015,201509,Atlanta,-0.6435300785105573
2015-10-01,2015,201510,Atlanta,-0.6391806804124265
2015-11-01,2015,201511,Atlanta,-0.6411711038623507
2015-12-01,2015,201512,Atlanta,-0.6402868427875132
2016-01-01,2016,201601,Atlanta,-0.6358354956873091
2016-02-01,2016,201602,Atlanta,-0.6326328836832316
2016-03-01,2016,201603,Atlanta,-0.6331185619255617
2016-04-01,2016,201604,Atlanta,-0.634968501229423
2016-05-01,2016,201605,Atlanta,-0.6368994073290128
2016-06-01,2016,201606,Atlanta,-0.6394523317009817
2016-07-01,2016,201607,Atlanta,-0.643466659216271
2016-08-01,2016,201608,Atlanta,-0.6462454321598248
2016-09-01,2016,201609,Atlanta,-0.6432602215467709
2016-10-01,2016,201610,Atlanta,-0.6381794272537986
2016-11-01,2016,201611,Atlanta,-0.6388069921391892
2016-12-01,2016,201612,Atlanta,-0.6393736720761938
2017-01-01,2017,201701,Atlanta,-0.6424483132430971
2017-02-01,2017,201702,Atlanta,-0.6455809865148945
2017-03-01,2017,201703,Atlanta,-0.6451582546279919
2017-04-01,2017,201704,Atlanta,-0.645458377784224
2017-05-01,2017,201705,Atlanta,-0.6494371425253656
2017-06-01,2017,201706,Atlanta,-0.6500204529138207
2017-07-01,2017,201707,Atlanta,-0.6483970934229148
2017-08-01,2017,201708,Atlanta,-0.6447087237901616
2017-09-01,2017,201709,Atlanta,-0.6420704184151571
2017-10-01,2017,201710,Atlanta,-0.6419022995499022
2017-11-01,2017,201711,Atlanta,-0.6387478072196284
2017-12-01,2017,201712,Atlanta,-0.6357100215114899
2018-01-01,2018,201801,Atlanta,-0.6272321258330287
2018-02-01,2018,201802,Atlanta,-0.6287707213425016
2018-03-01,2018,201803,Atlanta,-0.6295252548338448
2018-04-01,2018,201804,Atlanta,-0.6300239250378796
2018-05-01,2018,201805,Atlanta,-0.6288989416283579
2018-06-01,2018,201806,Atlanta,-0.6298898992865141
2018-07-01,2018,201807,Atlanta,-0.6295189968100772
2018-08-01,2018,201808,Atlanta,-0.6296734527549157
2018-09-01,2018,201809,Atlanta,-0.6305557321364708
2018-10-01,2018,201810,Atlanta,-0.6324884748268316
2018-11-01,2018,201811,Atlanta,-0.6343801179445965
2018-12-01,2018,201812,Atlanta,-0.6331745890706406
2019-01-01,2019,201901,Atlanta,-0.6312042755002762
2019-02-01,2019,201902,Atlanta,-0.63313743445699
2019-03-01,2019,201903,Atlanta,-0.6346147106288482
2019-04-01,2019,201904,Atlanta,-0.636044745263141
2019-05-01,2019,201905,Atlanta,-0.6413896782511097
2019-06-01,2019,201906,Atlanta,-0.6467769510394756
2019-07-01,2019,201907,Atlanta,-0.6511419721065987
2019-08-01,2019,201908,Atlanta,-0.6480919816928585
2019-09-01,2019,201909,Atlanta,-0.6416698129905916
2019-10-01,2019,201910,Atlanta,-0.6391716320671215
2019-11-01,2019,201911,Atlanta,-0.6376771366843768
2019-12-01,2019,201912,Atlanta,-0.642157198559997
2020-01-01,2020,202001,Atlanta,-0.6411176760413424
2020-02-01,2020,202002,Atlanta,-0.6360372495670861
2020-03-01,2020,202003,Atlanta,-0.6358558218274108
2020-04-01,2020,202004,Atlanta,-0.6326412001870692
2020-05-01,2020,202005,Atlanta,-0.6356497800503371
2020-06-01,2020,202006,Atlanta,-0.6346910445691867
2020-07-01,2020,202007,Atlanta,-0.6296712255926016
2020-08-01,2020,202008,Atlanta,-0.6256351243635798
2020-09-01,2020,202009,Atlanta,-0.6198225930813539
2020-10-01,2020,202010,Atlanta,-0.6118741853318603
2020-11-01,2020,202011,Atlanta,-0.6058901349205028
2020-12-01,2020,202012,Atlanta,-0.5937686313234263
2021-01-01,2021,202101,Atlanta,-0.5862229910681513
2021-02-01,2021,202102,Atlanta,-0.5825669495464707
2021-03-01,2021,202103,Atlanta,-0.5683495944473576
2021-04-01,2021,202104,Atlanta,-0.5575958686626548
2021-05-01,2021,202105,Atlanta,-0.5405549976997115
2021-06-01,2021,202106,Atlanta,-0.5248033664286611
2021-07-01,2021,202107,Atlanta,-0.5076401331569373
2021-08-01,2021,202108,Atlanta,-0.5013486241898715
2021-09-01,2021,202109,Atlanta,-0.4952213982951017
2021-10-01,2021,202110,Atlanta,-0.492783293436184
2021-11-01,2021,202111,Atlanta,-0.4853990200451017
2021-12-01,2021,202112,Atlanta,-0.47442957816591935
2022-01-01,2022,202201,Atlanta,-0.46746644535000836
2022-02-01,2022,202202,Atlanta,-0.44836877616915327
2022-03-01,2022,202203,Atlanta,-0.4270930623457696
2022-04-01,2022,202204,Atlanta,-0.41825887410987583
2022-05-01,2022,202205,Atlanta,-0.412669080784938
2022-06-01,2022,202206,Atlanta,-0.4182652279200516
2022-07-01,2022,202207,Atlanta,-0.4224433680385582
2022-08-01,2022,202208,Atlanta,-0.4453651160271246
2022-09-01,2022,202209,Atlanta,-0.45876328832047797
2022-10-01,2022,202210,Atlanta,-0.46897973047771657
2022-11-01,2022,202211,Atlanta,-0.48090748210145406
2022-12-01,2022,202212,Atlanta,-0.49495171212470535
2023-01-01,2023,202301,Atlanta,-0.5049954133122343
2023-02-01,2023,202302,Atlanta,-0.5062968918165272
2023-03-01,2023,202303,Atlanta,-0.5112642757219037
1997-01-01,1997,199701,Boston,-0.8468010202604423
1997-02-01,1997,199702,Boston,-0.8451219463166915
1997-03-01,1997,199703,Boston,-0.843731586876455
1997-04-01,1997,199704,Boston,-0.8365273312835706
1997-05-01,1997,199705,Boston,-0.8363019944574157
1997-06-01,1997,199706,Boston,-0.8355331720732133
1997-07-01,1997,199707,Boston,-0.829320450173336
1997-08-01,1997,199708,Boston,-0.825715013364162
1997-09-01,1997,199709,Boston,-0.8266154916394415
1997-10-01,1997,199710,Boston,-0.8244848753179967
1997-11-01,1997,199711,Boston,-0.819976211055593
1997-12-01,1997,199712,Boston,-0.8210214766035238
1998-01-01,1998,199801,Boston,-0.8166220976193035
1998-02-01,1998,199802,Boston,-0.8098730409998325
1998-03-01,1998,199803,Boston,-0.8062615055031896
1998-04-01,1998,199804,Boston,-0.7963002985605989
1998-05-01,1998,199805,Boston,-0.7914973493428237
1998-06-01,1998,199806,Boston,-0.7878928748111829
1998-07-01,1998,199807,Boston,-0.7853377639636987
1998-08-01,1998,199808,Boston,-0.7803700311448489
1998-09-01,1998,199809,Boston,-0.7760148304522998
1998-10-01,1998,199810,Boston,-0.7770224532435099
1998-11-01,1998,199811,Boston,-0.7755900612169695
1998-12-01,1998,199812,Boston,-0.7647053212819532
1999-01-01,1999,199901,Boston,-0.7514513116338657
1999-02-01,1999,199902,Boston,-0.7378418604530692
1999-03-01,1999,199903,Boston,-0.7277215527578722
1999-04-01,1999,199904,Boston,-0.7188215857262295
1999-05-01,1999,199905,Boston,-0.7133802653211241
1999-06-01,1999,199906,Boston,-0.7058529192640277
1999-07-01,1999,199907,Boston,-0.6928532019615803
1999-08-01,1999,199908,Boston,-0.688661176937635
1999-09-01,1999,199909,Boston,-0.687424224165035
1999-10-01,1999,199910,Boston,-0.6879160593787432
1999-11-01,1999,199911,Boston,-0.6863658411011784
1999-12-01,1999,199912,Boston,-0.6785095036406368
2000-01-01,2000,200001,Boston,-0.6854899314150247
2000-02-01,2000,200002,Boston,-0.6803642069483402
2000-03-01,2000,200003,Boston,-0.6798985874839092
2000-04-01,2000,200004,Boston,-0.6595489716450578
2000-05-01,2000,200005,Boston,-0.6477044751161234
2000-06-01,2000,200006,Boston,-0.6327053150289821
2000-07-01,2000,200007,Boston,-0.6279548273247366
2000-08-01,2000,200008,Boston,-0.6228183369940234
2000-09-01,2000,200009,Boston,-0.6154959058740248
2000-10-01,2000,200010,Boston,-0.6113820047323246
2000-11-01,2000,200011,Boston,-0.6056027873477854
2000-12-01,2000,200012,Boston,-0.5891590779970963
2001-01-01,2001,200101,Boston,-0.5783562889185196
2001-02-01,2001,200102,Boston,-0.5647671854951488
2001-03-01,2001,200103,Boston,-0.5604462775593095
2001-04-01,2001,200104,Boston,-0.5596423355493672
2001-05-01,2001,200105,Boston,-0.564424743454981
2001-06-01,2001,200106,Boston,-0.5625069158814204
2001-07-01,2001,200107,Boston,-0.5568704117834571
2001-08-01,2001,200108,Boston,-0.5539711611256708
2001-09-01,2001,200109,Boston,-0.5508568201515391
2001-10-01,2001,200110,Boston,-0.546326592865995
2001-11-01,2001,200111,Boston,-0.5440543122706067
2001-12-01,2001,200112,Boston,-0.5526224582648984
2002-01-01,2002,200201,Boston,-0.5514572185426081
2002-02-01,2002,200202,Boston,-0.5552535447205509
2002-03-01,2002,200203,Boston,-0.5501430534917953
2002-04-01,2002,200204,Boston,-0.542808974431022
2002-05-01,2002,200205,Boston,-0.5243291358318798
2002-06-01,2002,200206,Boston,-0.5173485976552392
2002-07-01,2002,200207,Boston,-0.512804829661631
2002-08-01,2002,200208,Boston,-0.5062621593388306
2002-09-01,2002,200209,Boston,-0.5044034603881729
2002-10-01,2002,200210,Boston,-0.497237581794006
2002-11-01,2002,200211,Boston,-0.4948977252990332
2002-12-01,2002,200212,Boston,-0.49433453488930823
2003-01-01,2003,200301,Boston,-0.49395571972990293
2003-02-01,2003,200302,Boston,-0.489777750107387
2003-03-01,2003,200303,Boston,-0.4792481173860681
2003-04-01,2003,200304,Boston,-0.4797373093230375
2003-05-01,2003,200305,Boston,-0.4806202038053149
2003-06-01,2003,200306,Boston,-0.4748891525017944
2003-07-01,2003,200307,Boston,-0.47844125292110373
2003-08-01,2003,200308,Boston,-0.4740510910427025
2003-09-01,2003,200309,Boston,-0.473750881716664
2003-10-01,2003,200310,Boston,-0.46500795849608867
2003-11-01,2003,200311,Boston,-0.45284398554734206
2003-12-01,2003,200312,Boston,-0.4482470076770033
2004-01-01,2004,200401,Boston,-0.44869558254398445
2004-02-01,2004,200402,Boston,-0.4427041725365104
2004-03-01,2004,200403,Boston,-0.4333318820197256
2004-04-01,2004,200404,Boston,-0.4222498572144344
2004-05-01,2004,200405,Boston,-0.4235080631216315
2004-06-01,2004,200406,Boston,-0.4158572509475391
2004-07-01,2004,200407,Boston,-0.4121363584624822
2004-08-01,2004,200408,Boston,-0.410047641641337
2004-09-01,2004,200409,Boston,-0.4064902103723469
2004-10-01,2004,200410,Boston,-0.3915252997072116
2004-11-01,2004,200411,Boston,-0.3805864165536237
2004-12-01,2004,200412,Boston,-0.37329512628662354
2005-01-01,2005,200501,Boston,-0.3650624398739666
2005-02-01,2005,200502,Boston,-0.3539421271833847
2005-03-01,2005,200503,Boston,-0.3497404579215351
2005-04-01,2005,200504,Boston,-0.350655473155431
2005-05-01,2005,200505,Boston,-0.35334900024072713
2005-06-01,2005,200506,Boston,-0.35992857613720997
2005-07-01,2005,200507,Boston,-0.3641906345666399
2005-08-01,2005,200508,Boston,-0.365147615527059
2005-09-01,2005,200509,Boston,-0.36497997617793043
2005-10-01,2005,200510,Boston,-0.3664982765992084
2005-11-01,2005,200511,Boston,-0.35743828055396243
2005-12-01,2005,200512,Boston,-0.35524582048919484
2006-01-01,2006,200601,Boston,-0.35225312643847495
2006-02-01,2006,200602,Boston,-0.36060082830748463
2006-03-01,2006,200603,Boston,-0.3589495437255108
2006-04-01,2006,200604,Boston,-0.36482595629647463
2006-05-01,2006,200605,Boston,-0.3743746677252915
2006-06-01,2006,200606,Boston,-0.3870042695299878
2006-07-01,2006,200607,Boston,-0.39745108150435016
2006-08-01,2006,200608,Boston,-0.4059363897548014
2006-09-01,2006,200609,Boston,-0.4147342707149839
2006-10-01,2006,200610,Boston,-0.4180591101477633
2006-11-01,2006,200611,Boston,-0.43161912681390024
2006-12-01,2006,200612,Boston,-0.43939865254229904
2007-01-01,2007,200701,Boston,-0.4435878355694385
2007-02-01,2007,200702,Boston,-0.4420797647874197
2007-03-01,2007,200703,Boston,-0.4387442156888053
2007-04-01,2007,200704,Boston,-0.44264042761954414
2007-05-01,2007,200705,Boston,-0.44691451877856103
2007-06-01,2007,200706,Boston,-0.4576455435609281
2007-07-01,2007,200707,Boston,-0.46261867463125217
2007-08-01,2007,200708,Boston,-0.4716595205360248
2007-09-01,2007,200709,Boston,-0.47268239101554865
2007-10-01,2007,200710,Boston,-0.47386784243978486
2007-11-01,2007,200711,Boston,-0.47673930755351357
2007-12-01,2007,200712,Boston,-0.49150463636275443
2008-01-01,2008,200801,Boston,-0.4945045329073148
2008-02-01,2008,200802,Boston,-0.5037495227487598
2008-03-01,2008,200803,Boston,-0.5119480033359443
2008-04-01,2008,200804,Boston,-0.5231465162235027
2008-05-01,2008,200805,Boston,-0.5265297614855244
2008-06-01,2008,200806,Boston,-0.5261932105589073
2008-07-01,2008,200807,Boston,-0.5333163289996552
2008-08-01,2008,200808,Boston,-0.5341147145012641
2008-09-01,2008,200809,Boston,-0.5449284353325483
2008-10-01,2008,200810,Boston,-0.5558575802149388
2008-11-01,2008,200811,Boston,-0.574153488179423
2008-12-01,2008,200812,Boston,-0.5850268366802176
2009-01-01,2009,200901,Boston,-0.59641764906792
2009-02-01,2009,200902,Boston,-0.6042555967015195
2009-03-01,2009,200903,Boston,-0.6177790704443913
2009-04-01,2009,200904,Boston,-0.6219148956941476
2009-05-01,2009,200905,Boston,-0.6211500304324931
2009-06-01,2009,200906,Boston,-0.6083277470312103
2009-07-01,2009,200907,Boston,-0.6051206198684653
2009-08-01,2009,200908,Boston,-0.5985135984516408
2009-09-01,2009,200909,Boston,-0.598831096228504
2009-10-01,2009,200910,Boston,-0.5988403565740184
2009-11-01,2009,200911,Boston,-0.5890964118960049
2009-12-01,2009,200912,Boston,-0.5820561558126434
2010-01-01,2010,201001,Boston,-0.5811968814905537
2010-02-01,2010,201002,Boston,-0.5821221183520109
2010-03-01,2010,201003,Boston,-0.5738630230155648
2010-04-01,2010,201004,Boston,-0.5695875947988975
2010-05-01,2010,201005,Boston,-0.568106177676837
2010-06-01,2010,201006,Boston,-0.5738685891081481
2010-07-01,2010,201007,Boston,-0.5769050505945028
2010-08-01,2010,201008,Boston,-0.5839576768377288
2010-09-01,2010,201009,Boston,-0.5916102143969777
2010-10-01,2010,201010,Boston,-0.5966822303172901
2010-11-01,2010,201011,Boston,-0.5967401825354415
2010-12-01,2010,201012,Boston,-0.5961382794213783
2011-01-01,2011,201101,Boston,-0.5929797618201826
2011-02-01,2011,201102,Boston,-0.5972372758312376
2011-03-01,2011,201103,Boston,-0.6120789286439638
2011-04-01,2011,201104,Boston,-0.6233897449727168
2011-05-01,2011,201105,Boston,-0.6125081435658277
2011-06-01,2011,201106,Boston,-0.6067935979427332
2011-07-01,2011,201107,Boston,-0.6109212610153802
2011-08-01,2011,201108,Boston,-0.6156949296038166
2011-09-01,2011,201109,Boston,-0.6184621012426392
2011-10-01,2011,201110,Boston,-0.6234171341431463
2011-11-01,2011,201111,Boston,-0.6321026345588407
2011-12-01,2011,201112,Boston,-0.6389390937516115
2012-01-01,2012,201201,Boston,-0.6398500381489631
2012-02-01,2012,201202,Boston,-0.644864942001731
2012-03-01,2012,201203,Boston,-0.6471560108422683
2012-04-01,2012,201204,Boston,-0.6523469377272386
2012-05-01,2012,201205,Boston,-0.6430072149249462
2012-06-01,2012,201206,Boston,-0.634798892899755
2012-07-01,2012,201207,Boston,-0.6291738073391686
2012-08-01,2012,201208,Boston,-0.6271905021827981
2012-09-01,2012,201209,Boston,-0.6290674005620929
2012-10-01,2012,201210,Boston,-0.6321297125226586
2012-11-01,2012,201211,Boston,-0.6317898236471295
2012-12-01,2012,201212,Boston,-0.6280483294328514
2013-01-01,2013,201301,Boston,-0.6243447166400422
